comparison,scenario,controller,seed,remaining_uL,seconds,status,violations
optimized,shifted,oracle,105324,149.1726,47.1646,completed,
optimized,missing,oracle,105341,149.4694,46.9083,completed,
optimized,known,oracle,105358,149.5193,46.3335,completed,
optimized,shifted,oracle,105375,185.2466,42.1855,stopped,
optimized,missing,oracle,105392,148.6481,47.2317,completed,
optimized,known,oracle,105409,149.1339,46.5557,completed,
optimized,shifted,oracle,105426,151.2455,47.3017,completed,
optimized,missing,oracle,105443,149.7489,45.8783,completed,
optimized,known,oracle,105460,149.9365,46.9411,completed,
optimized,shifted,oracle,105477,150.4899,47.0573,completed,
optimized,missing,oracle,105494,149.3444,48.3878,completed,
optimized,known,oracle,105511,149.6072,45.4610,completed,
optimized,shifted,oracle,105528,150.2421,48.4675,completed,
optimized,missing,oracle,105545,150.1981,46.9669,completed,
optimized,known,oracle,105562,148.5647,46.7969,completed,
optimized,shifted,oracle,105579,149.0561,46.1823,completed,
optimized,missing,oracle,105596,150.0801,46.1019,completed,
optimized,known,oracle,105613,149.9417,48.9651,completed,
optimized,shifted,oracle,105630,148.8924,48.0646,completed,
optimized,missing,oracle,105647,150.7074,46.0033,completed,
optimized,known,oracle,105664,148.2345,47.6554,completed,
optimized,shifted,oracle,105681,151.8296,47.6641,completed,
optimized,missing,oracle,105698,184.7162,42.1729,stopped,
optimized,known,oracle,105715,150.6305,48.1617,completed,
optimized,shifted,oracle,105732,150.9465,47.1901,completed,
optimized,missing,oracle,105749,146.7799,49.2399,completed,
optimized,known,oracle,105766,148.0730,47.3176,completed,
optimized,shifted,oracle,105783,149.7281,47.3103,completed,
optimized,missing,oracle,105800,150.5985,49.2730,completed,
optimized,known,oracle,105817,148.6198,48.6487,completed,
optimized,shifted,oracle,105834,150.3035,47.3823,completed,
optimized,missing,oracle,105851,148.5809,45.8070,completed,
optimized,known,oracle,105868,151.7138,48.6670,completed,
optimized,shifted,oracle,105885,151.7401,47.7243,completed,
optimized,missing,oracle,105902,150.8115,47.6756,completed,
optimized,known,oracle,105919,150.6639,47.0167,completed,
optimized,shifted,oracle,105936,150.4300,46.3476,completed,
optimized,missing,oracle,105953,149.1918,47.9150,completed,
optimized,known,oracle,105970,150.5255,46.4466,completed,
optimized,shifted,oracle,105987,146.5412,48.2072,completed,
optimized,missing,oracle,106004,148.3612,49.2633,completed,
optimized,known,oracle,106021,149.5238,46.3984,completed,
optimized,shifted,oracle,106038,150.4813,46.6337,completed,
optimized,missing,oracle,106055,149.7030,45.5496,completed,
optimized,known,oracle,106072,150.1274,47.8481,completed,
optimized,shifted,oracle,106089,150.5208,48.0054,completed,
optimized,missing,oracle,106106,148.8903,48.7350,completed,
optimized,known,oracle,106123,150.3003,46.8769,completed,
optimized,shifted,oracle,106140,147.4603,45.6835,completed,
optimized,missing,oracle,106157,149.4064,46.6815,completed,
optimized,known,oracle,106174,151.1206,47.9139,completed,
optimized,shifted,oracle,106191,150.4151,46.4705,completed,
optimized,missing,oracle,106208,151.0689,46.7932,completed,
optimized,known,oracle,106225,148.7724,45.4022,completed,
optimized,shifted,oracle,106242,149.2597,46.9085,completed,
optimized,missing,oracle,106259,151.3626,47.6780,completed,
optimized,known,oracle,106276,148.8472,49.3574,completed,
optimized,shifted,oracle,106293,152.3356,48.2697,completed,
optimized,missing,oracle,106310,148.4959,47.1969,completed,
optimized,known,oracle,106327,149.5322,47.2265,completed,
optimized,shifted,oracle,106344,149.9028,46.5474,completed,
optimized,missing,oracle,106361,148.4555,45.8323,completed,
optimized,known,oracle,106378,150.6879,47.3279,completed,
optimized,shifted,oracle,106395,149.5020,47.7518,completed,
optimized,missing,oracle,106412,149.1394,47.9611,completed,
optimized,known,oracle,106429,150.4316,47.2398,completed,
optimized,shifted,oracle,106446,149.4224,47.6578,completed,
optimized,missing,oracle,106463,150.1944,46.3169,completed,
optimized,known,oracle,106480,149.9617,48.2223,completed,
optimized,shifted,oracle,106497,150.6264,46.5093,completed,
optimized,missing,oracle,106514,150.7008,46.7508,completed,
optimized,known,oracle,106531,149.7934,47.1394,completed,
optimized,shifted,oracle,106548,149.4277,47.6383,completed,
optimized,missing,oracle,106565,148.2684,48.2386,completed,
optimized,known,oracle,106582,151.7293,46.9439,completed,
optimized,shifted,oracle,106599,149.3109,46.1629,completed,
optimized,missing,oracle,106616,150.2982,46.5621,completed,
optimized,known,oracle,106633,151.4866,48.1171,completed,
optimized,shifted,oracle,106650,149.6830,47.7978,completed,
optimized,missing,oracle,106667,152.0393,47.9585,completed,
optimized,known,oracle,106684,149.7066,46.9280,completed,
optimized,shifted,oracle,106701,150.4585,46.7532,completed,
optimized,missing,oracle,106718,149.8778,46.7013,completed,
optimized,known,oracle,106735,150.2454,47.7801,completed,
optimized,shifted,oracle,106752,150.2155,47.7218,completed,
optimized,missing,oracle,106769,150.1909,46.2883,completed,
optimized,known,oracle,106786,149.5275,46.5311,completed,
optimized,shifted,oracle,106803,150.2729,48.5696,completed,
optimized,missing,oracle,106820,180.5471,42.1431,stopped,
optimized,known,oracle,106837,150.7840,47.8787,completed,
optimized,shifted,oracle,106854,149.8511,46.2168,completed,
optimized,missing,oracle,106871,148.6764,47.5016,completed,
optimized,known,oracle,106888,149.8559,46.1634,completed,
optimized,shifted,oracle,106905,149.2192,46.6041,completed,
optimized,missing,oracle,106922,149.5292,45.5239,completed,
optimized,known,oracle,106939,146.6647,47.2342,completed,
optimized,shifted,oracle,106956,150.0795,46.0764,completed,
optimized,missing,oracle,106973,147.8210,49.0655,completed,
optimized,known,oracle,106990,149.1960,47.5332,completed,
optimized,shifted,oracle,107007,151.3844,47.0530,completed,
optimized,missing,oracle,107024,150.4006,46.4877,completed,
optimized,known,oracle,107041,150.5182,46.4456,completed,
optimized,shifted,oracle,107058,151.3944,45.7374,completed,
optimized,missing,oracle,107075,150.5293,47.8417,completed,
optimized,known,oracle,107092,149.5997,46.0851,completed,
optimized,shifted,oracle,107109,149.9750,46.4843,completed,
optimized,missing,oracle,107126,149.8756,46.9454,completed,
optimized,known,oracle,107143,150.5201,47.1249,completed,
optimized,shifted,oracle,107160,149.6256,46.7389,completed,
optimized,missing,oracle,107177,150.9529,46.2220,completed,
optimized,known,oracle,107194,150.9001,47.8047,completed,
optimized,shifted,oracle,107211,149.5348,47.3375,completed,
optimized,missing,oracle,107228,153.0648,48.8054,completed,
optimized,known,oracle,107245,149.7441,46.5915,completed,
optimized,shifted,oracle,107262,149.5955,47.4203,completed,
optimized,missing,oracle,107279,151.4693,46.9883,completed,
optimized,known,oracle,107296,150.5074,47.3132,completed,
optimized,shifted,oracle,107313,148.9615,46.2420,completed,
optimized,missing,oracle,107330,149.5088,45.7935,completed,
optimized,known,oracle,107347,153.2390,48.0698,completed,
optimized,shifted,oracle,107364,150.9691,46.6149,completed,
optimized,missing,oracle,107381,149.5563,47.5098,completed,
optimized,known,oracle,107398,151.8542,47.5618,completed,
optimized,shifted,oracle,107415,149.7514,47.2149,completed,
optimized,missing,oracle,107432,151.3997,48.9382,completed,
optimized,known,oracle,107449,148.9644,45.5981,completed,
optimized,shifted,oracle,107466,148.9555,46.5885,completed,
optimized,missing,oracle,107483,150.8515,47.6502,completed,
optimized,known,oracle,107500,148.0561,46.9430,completed,
optimized,shifted,oracle,107517,151.0272,47.2360,completed,
optimized,missing,oracle,107534,150.3524,47.1309,completed,
optimized,known,oracle,107551,150.4693,46.7843,completed,
optimized,shifted,oracle,107568,149.7524,47.5959,completed,
optimized,missing,oracle,107585,149.7332,46.9198,completed,
optimized,known,oracle,107602,150.9086,46.0341,completed,
optimized,shifted,oracle,107619,149.7824,48.3818,completed,
optimized,missing,oracle,107636,150.7149,45.9538,completed,
optimized,known,oracle,107653,151.4886,48.1213,completed,
optimized,shifted,oracle,107670,150.7899,46.4462,completed,
optimized,missing,oracle,107687,150.0293,46.7645,completed,
optimized,known,oracle,107704,150.6745,46.0499,completed,
optimized,shifted,oracle,107721,151.4330,47.0558,completed,
optimized,missing,oracle,107738,152.8788,46.6985,completed,
optimized,known,oracle,107755,150.3081,47.8126,completed,
optimized,shifted,oracle,107772,149.9270,45.7694,completed,
optimized,missing,oracle,107789,151.9694,49.5622,completed,
optimized,known,oracle,107806,150.9083,45.7772,completed,
optimized,shifted,oracle,107823,149.6621,46.9030,completed,
optimized,missing,oracle,107840,149.2855,47.5154,completed,
optimized,known,oracle,107857,150.5649,46.9652,completed,
optimized,shifted,oracle,107874,149.9444,46.7488,completed,
optimized,missing,oracle,107891,150.9005,46.4979,completed,
optimized,known,oracle,107908,149.4164,45.7743,completed,
optimized,shifted,oracle,107925,151.5355,45.9781,completed,
optimized,missing,oracle,107942,148.9437,46.7890,completed,
optimized,known,oracle,107959,148.2652,46.0817,completed,
optimized,shifted,oracle,107976,149.2799,47.2909,completed,
optimized,missing,oracle,107993,169.5686,42.0058,stopped,
optimized,known,oracle,108010,150.0626,48.3474,completed,
optimized,shifted,oracle,108027,149.6294,45.8147,completed,
optimized,missing,oracle,108044,152.5481,49.0254,completed,
optimized,known,oracle,108061,149.9280,48.1174,completed,
optimized,shifted,oracle,108078,150.4653,45.7013,completed,
optimized,missing,oracle,108095,149.2375,46.8221,completed,
optimized,known,oracle,108112,151.5663,46.1155,completed,
optimized,shifted,oracle,108129,150.1694,47.8353,completed,
optimized,missing,oracle,108146,150.7934,48.1714,completed,
optimized,known,oracle,108163,148.7536,46.3952,completed,
optimized,shifted,oracle,108180,149.1909,49.1733,completed,
optimized,missing,oracle,108197,150.4867,48.9455,completed,
optimized,known,oracle,108214,149.5866,46.8029,completed,
optimized,shifted,oracle,108231,148.8558,47.6240,completed,
optimized,missing,oracle,108248,149.3487,46.5300,completed,
optimized,known,oracle,108265,150.0466,46.1170,completed,
optimized,shifted,oracle,108282,148.8409,49.4484,completed,
optimized,missing,oracle,108299,147.3200,48.5288,completed,
optimized,known,oracle,108316,150.7620,46.9507,completed,
optimized,shifted,oracle,108333,151.6456,46.7399,completed,
optimized,missing,oracle,108350,150.4699,46.3553,completed,
optimized,known,oracle,108367,151.4278,48.2924,completed,
optimized,shifted,oracle,108384,183.6451,42.1279,stopped,
optimized,missing,oracle,108401,150.6418,47.4115,completed,
optimized,known,oracle,108418,153.4868,46.5307,completed,
optimized,shifted,oracle,108435,149.9245,46.9967,completed,
optimized,missing,oracle,108452,150.6326,47.4805,completed,
optimized,known,oracle,108469,148.8682,47.0071,completed,
optimized,shifted,oracle,108486,151.5700,45.8110,completed,
optimized,missing,oracle,108503,147.1212,47.9496,completed,
optimized,known,oracle,108520,149.3069,46.3378,completed,
optimized,shifted,oracle,108537,148.2370,47.6352,completed,
optimized,missing,oracle,108554,149.2471,48.9739,completed,
optimized,known,oracle,108571,150.1767,45.7910,completed,
optimized,shifted,oracle,108588,148.0003,48.9723,completed,
optimized,missing,oracle,108605,151.6805,47.2651,completed,
optimized,known,oracle,108622,149.9366,45.4042,completed,
optimized,shifted,oracle,108639,150.2668,47.0548,completed,
optimized,missing,oracle,108656,148.1512,47.5411,completed,
optimized,known,oracle,108673,149.6343,46.7603,completed,
optimized,shifted,oracle,108690,149.6170,46.3179,completed,
